Price,Airline_encoded,Source_encoded,Additional_Info_encoded,Destination_encoded,Total_Stops_encoded,Month,Day,Dep_Hour,dep_day_encoded,DayOfWeek_encoded,Dep_Day_encoded,Duration_Minutes,Route1_encoded,Route2_encoded,Route3_encoded,Route4_encoded,Route5_encoded,Route6_encoded
11142,6,2,5,1,2.0,5,9,7,2,4,2,730,3,7,6,13,5,1
4729,1,2,8,1,0.0,4,6,5,2,2,2,170,3,10,29,13,5,1
9424,6,2,8,1,2.0,5,9,13,0,4,0,750,3,7,6,13,5,1
15136,6,2,5,1,2.0,3,6,9,2,6,2,390,3,7,6,13,5,1
12199,1,2,8,1,1.0,5,18,17,1,2,1,865,3,20,4,5,5,1
10262,4,2,5,1,2.0,6,12,11,2,6,2,1015,3,7,6,13,5,1
4729,3,2,8,1,0.0,4,3,14,0,6,0,195,3,10,29,13,5,1
3841,8,3,7,0,0.0,6,9,17,1,3,1,150,2,5,29,13,5,1
14388,4,3,8,0,2.0,5,18,18,1,2,1,865,2,7,3,13,5,1
2754,3,4,8,3,0.0,6,27,2,3,4,3,90,1,19,29,13,5,1
12358,1,0,8,5,1.0,3,3,8,2,3,2,1545,0,7,23,6,5,1
6117,1,3,8,0,1.0,5,15,9,2,6,2,1170,2,2,14,3,5,1
15129,4,2,8,1,1.0,5,24,5,2,0,2,1375,3,28,4,5,5,1
14388,4,3,8,0,2.0,5,15,21,3,6,3,665,2,7,3,13,5,1
7480,1,2,8,1,2.0,6,24,12,0,1,0,1255,3,33,6,13,5,1
10791,6,2,5,1,2.0,6,27,6,2,4,2,395,3,7,6,13,5,1
12452,4,2,8,1,2.0,3,27,7,2,6,2,1280,3,7,6,13,5,1
4226,3,3,8,0,2.0,5,21,19,1,5,1,235,2,2,3,13,5,1
5403,10,0,8,2,0.0,4,15,21,3,1,3,170,0,13,29,13,5,1
9646,6,2,8,1,2.0,6,1,9,2,2,2,765,3,20,6,13,5,1
4282,0,0,8,2,0.0,6,3,4,3,1,3,170,0,13,29,13,5,1
7845,6,2,8,1,2.0,3,27,8,2,6,2,395,3,7,6,13,5,1
3384,3,1,8,4,0.0,3,21,19,1,4,1,140,4,8,29,13,5,1
4823,3,0,8,2,0.0,5,6,18,1,1,1,175,0,13,29,13,5,1
3597,3,1,8,4,0.0,6,15,19,1,2,1,140,4,8,29,13,5,1
13587,6,2,8,1,2.0,6,15,9,2,2,2,720,3,7,6,13,5,1
13474,0,2,8,1,2.0,3,3,16,1,3,1,865,3,6,6,13,5,1
3384,3,1,8,4,0.0,3,21,13,0,4,0,135,4,8,29,13,5,1
15129,4,2,8,1,1.0,5,27,5,2,1,2,810,3,28,4,5,5,1
8586,4,3,5,0,2.0,5,21,6,2,5,2,1545,2,7,3,13,5,1
4591,3,0,8,2,0.0,6,9,23,3,3,3,170,0,13,29,13,5,1
13882,4,2,8,1,1.0,6,27,11,2,4,2,1490,3,32,4,5,5,1
18286,6,2,8,1,2.0,3,3,13,0,3,0,755,3,7,6,13,5,1
5192,0,3,8,0,2.0,5,15,7,2,6,2,710,2,14,3,13,5,1
11118,4,2,5,1,1.0,6,27,9,2,4,2,1615,3,28,4,5,5,1
14871,3,2,8,1,2.0,3,3,6,2,3,2,530,3,7,6,13,5,1
15107,1,3,8,0,1.0,5,24,10,2,0,2,1165,2,14,0,3,5,1
8669,1,2,8,1,2.0,6,12,7,2,6,2,735,3,7,6,13,5,1
5171,2,3,8,0,2.0,4,1,16,1,1,1,455,2,0,3,13,5,1
8529,4,3,5,0,2.0,6,12,16,1,6,1,1170,2,7,3,13,5,1
7438,4,2,5,1,2.0,3,27,23,3,6,3,320,3,7,6,13,5,1
6206,3,2,8,1,2.0,6,9,17,1,3,1,500,3,7,6,13,5,1
7171,1,0,8,2,0.0,6,9,17,1,3,1,165,0,13,29,13,5,1
14151,4,3,8,0,2.0,6,9,9,2,3,2,1730,2,14,3,13,5,1
14939,4,3,8,0,2.0,6,9,18,1,3,1,800,2,7,3,13,5,1
25735,4,0,8,5,2.0,3,1,11,2,0,2,1425,0,7,8,13,5,1
13882,4,2,8,1,1.0,6,12,9,2,6,2,1140,3,32,4,5,5,1
9555,10,3,8,0,2.0,5,18,20,1,2,1,1350,2,14,3,13,5,1
4804,3,3,8,0,0.0,4,27,20,1,2,1,155,2,5,29,13,5,1
6627,10,1,8,4,0.0,3,15,7,2,0,2,135,4,8,29,13,5,1
8586,4,3,5,0,2.0,5,12,6,2,3,2,330,2,7,3,13,5,1
4804,3,3,8,0,0.0,5,9,22,3,4,3,155,2,5,29,13,5,1
17135,1,0,8,5,1.0,3,1,8,2,0,2,2345,0,7,0,6,5,1
15554,4,2,8,1,2.0,5,9,10,2,4,2,540,3,7,6,13,5,1
6838,3,2,8,1,2.0,5,27,8,2,1,2,750,3,7,6,13,5,1
8258,3,2,8,1,2.0,3,3,7,2,3,2,265,3,20,6,13,5,1
8213,2,2,8,1,2.0,3,6,10,2,6,2,535,3,7,6,13,5,1
12192,6,2,8,1,2.0,6,6,7,2,4,2,720,3,7,6,13,5,1
14848,6,2,8,1,2.0,6,3,10,2,1,2,555,3,7,6,13,5,1
4148,3,3,8,0,0.0,3,21,15,0,4,0,155,2,5,29,13,5,1
10844,4,3,5,0,2.0,6,6,20,1,4,1,960,2,7,3,13,5,1
10844,4,3,5,0,2.0,5,18,18,1,2,1,1660,2,7,3,13,5,1
6795,6,2,8,1,2.0,6,24,19,1,1,1,390,3,7,6,13,5,1
14781,4,3,8,0,2.0,5,15,16,1,6,1,730,2,7,3,13,5,1
6582,3,2,8,1,2.0,6,27,7,2,4,2,315,3,33,6,13,5,1
3919,8,0,7,2,0.0,4,24,9,2,6,2,170,0,13,29,13,5,1
9646,6,2,8,1,2.0,6,27,9,2,4,2,765,3,20,6,13,5,1
7744,8,0,0,5,2.0,3,1,15,0,0,0,485,0,20,8,13,5,1
11733,4,2,5,1,1.0,6,6,9,2,4,2,1615,3,28,4,5,5,1
10262,4,2,5,1,2.0,6,15,9,2,2,2,1165,3,7,6,13,5,1
17524,4,0,8,5,2.0,3,12,5,2,5,2,390,0,7,8,13,5,1
3603,8,4,8,3,0.0,3,9,22,3,2,3,85,1,19,29,13,5,1
7564,6,2,8,1,2.0,5,18,7,2,2,2,705,3,7,6,13,5,1
7005,6,2,8,1,2.0,6,9,10,2,3,2,640,3,7,6,13,5,1
14871,3,2,8,1,2.0,3,3,9,2,3,2,985,3,7,6,13,5,1
4282,0,0,8,2,0.0,4,18,4,3,4,3,170,0,13,29,13,5,1
15129,4,2,8,1,1.0,5,27,23,3,1,3,810,3,0,4,5,5,1
6752,0,2,8,1,2.0,6,24,16,1,1,1,340,3,6,6,13,5,1
6094,1,2,8,1,0.0,5,21,14,0,5,0,230,3,10,29,13,5,1
3175,3,4,8,3,0.0,5,1,16,1,6,1,90,1,19,29,13,5,1
8266,6,2,8,1,2.0,6,27,8,2,4,2,630,3,7,6,13,5,1
6722,2,0,8,2,0.0,4,12,20,1,0,1,165,0,13,29,13,5,1
3873,8,3,8,0,0.0,6,24,6,2,1,2,155,2,5,29,13,5,1
2575,1,4,8,3,0.0,4,3,13,0,6,0,90,1,19,29,13,5,1
7787,6,2,8,1,2.0,5,21,6,2,5,2,755,3,7,6,13,5,1
9257,3,2,8,1,2.0,3,3,2,3,3,3,345,3,6,6,13,5,1
4030,4,0,5,2,0.0,5,12,18,1,3,1,185,0,13,29,13,5,1
4991,8,0,8,2,0.0,5,3,21,3,0,3,175,0,13,29,13,5,1
9861,3,2,8,1,2.0,3,21,7,2,4,2,350,3,7,6,13,5,1
10406,3,0,8,5,2.0,3,15,16,1,0,1,285,0,34,8,13,5,1
7229,4,0,5,2,0.0,6,9,15,0,3,0,175,0,13,29,13,5,1
7670,6,2,8,1,2.0,5,15,8,2,6,2,735,3,7,6,13,5,1
14300,4,2,8,1,1.0,6,24,20,1,1,1,505,3,1,4,5,5,1
8452,10,3,8,0,2.0,5,15,7,2,6,2,1655,2,14,3,13,5,1
3873,8,3,8,0,0.0,4,6,14,0,2,0,150,2,5,29,13,5,1
6853,8,3,8,0,2.0,6,9,8,2,3,2,520,2,37,3,13,5,1
7229,4,0,8,2,0.0,4,6,11,2,2,2,175,0,13,29,13,5,1
7229,4,0,8,2,0.0,4,15,19,1,1,1,180,0,13,29,13,5,1
14714,4,2,8,1,2.0,6,3,19,1,1,1,1040,3,7,6,13,5,1
4804,3,3,8,0,0.0,6,12,17,1,6,1,155,2,5,29,13,5,1
11465,3,3,8,0,2.0,5,9,9,2,4,2,295,2,36,3,13,5,1
4591,3,0,8,2,0.0,4,21,23,3,3,3,170,0,13,29,13,5,1
6628,3,2,8,1,2.0,6,9,9,2,3,2,975,3,7,6,13,5,1
8025,3,2,8,1,2.0,3,6,2,3,6,3,345,3,6,6,13,5,1
6152,0,2,8,1,2.0,6,12,7,2,6,2,470,3,6,6,13,5,1
3943,3,0,8,2,0.0,4,3,10,2,6,2,170,0,13,29,13,5,1
9187,10,3,8,0,2.0,6,6,7,2,4,2,1655,2,14,3,13,5,1
9187,10,3,8,0,2.0,5,21,20,1,5,1,865,2,14,3,13,5,1
15164,1,3,8,0,1.0,5,1,10,2,6,2,1665,2,14,7,3,5,1
10276,6,2,8,1,2.0,3,6,9,2,6,2,385,3,20,6,13,5,1
12192,6,2,8,1,2.0,6,1,3,3,2,3,910,3,7,6,13,5,1
5554,0,3,8,0,2.0,3,24,19,1,3,1,215,2,2,3,13,5,1
6377,1,2,8,1,2.0,3,27,7,2,6,2,735,3,7,6,13,5,1
6232,3,2,8,1,2.0,3,21,20,1,4,1,305,3,7,6,13,5,1
6496,3,2,8,1,2.0,5,9,5,2,4,2,295,3,6,6,13,5,1
4823,3,0,8,2,0.0,6,24,18,1,1,1,185,0,13,29,13,5,1
6116,3,3,8,0,2.0,6,6,19,1,4,1,220,2,2,3,13,5,1
7757,4,3,5,0,2.0,5,9,20,1,4,1,1335,2,7,3,13,5,1
8266,6,2,8,1,2.0,5,21,8,2,5,2,630,3,7,6,13,5,1
3873,8,3,8,0,0.0,5,21,6,2,5,2,155,2,5,29,13,5,1
11841,4,3,5,0,2.0,5,15,21,3,6,3,775,2,7,3,13,5,1
4804,3,3,8,0,0.0,5,24,15,0,0,0,155,2,5,29,13,5,1
3943,3,0,8,2,0.0,6,1,10,2,2,2,170,0,13,29,13,5,1
15898,6,2,8,1,2.0,5,27,11,2,1,2,465,3,7,6,13,5,1
14151,4,3,8,0,2.0,5,15,17,1,6,1,1685,2,14,3,13,5,1
10577,4,2,5,1,2.0,6,9,16,1,3,1,745,3,7,6,13,5,1
4441,1,0,8,2,0.0,4,3,6,2,6,2,165,0,13,29,13,5,1
5177,4,2,5,1,2.0,4,6,11,2,2,2,1505,3,7,6,13,5,1
4460,1,3,8,0,0.0,4,1,20,1,1,1,155,2,5,29,13,5,1
13727,6,2,8,1,2.0,5,18,8,2,2,2,780,3,7,6,13,5,1
14714,4,2,8,1,2.0,6,3,16,1,1,1,1235,3,7,6,13,5,1
10588,4,2,5,1,1.0,6,6,21,3,4,3,1295,3,21,4,5,5,1
7438,4,2,5,1,2.0,3,21,9,2,4,2,590,3,7,6,13,5,1
12677,1,2,8,1,2.0,3,6,20,1,6,1,765,3,33,6,13,5,1
14714,4,2,8,1,2.0,6,6,18,1,4,1,1485,3,7,6,13,5,1
2754,3,4,8,3,0.0,6,24,12,0,1,0,90,1,19,29,13,5,1
6494,3,2,8,1,1.0,3,21,7,2,4,2,825,3,20,22,5,5,1
5607,3,0,8,5,2.0,3,15,16,1,0,1,260,0,20,8,13,5,1
25735,4,0,8,5,2.0,3,1,22,3,0,3,1350,0,7,8,13,5,1
4823,3,0,8,2,0.0,5,3,7,2,0,2,175,0,13,29,13,5,1
2050,1,4,8,3,0.0,3,21,21,3,4,3,80,1,19,29,13,5,1
12127,1,0,8,5,2.0,3,12,8,2,5,2,865,0,7,8,13,5,1
13377,6,2,8,1,2.0,6,12,18,1,6,1,435,3,7,6,13,5,1
7229,4,0,8,2,0.0,5,6,19,1,1,1,180,0,13,29,13,5,1
6216,10,2,8,1,0.0,4,24,6,2,6,2,190,3,10,29,13,5,1
8456,1,2,8,1,0.0,6,9,18,1,3,1,185,3,10,29,13,5,1
15129,4,2,8,1,1.0,5,18,19,1,2,1,1045,3,0,4,5,5,1
13817,4,0,8,5,2.0,3,12,16,1,5,1,885,0,7,8,13,5,1
6296,2,2,8,1,2.0,5,6,7,2,1,2,370,3,0,6,13,5,1
5170,1,3,8,0,0.0,3,21,14,0,4,0,150,2,5,29,13,5,1
3919,8,0,7,2,0.0,5,24,21,3,0,3,175,0,13,29,13,5,1
4823,3,0,8,2,0.0,4,3,7,2,6,2,175,0,13,29,13,5,1
10262,4,2,5,1,2.0,6,24,10,2,1,2,1105,3,7,6,13,5,1
13882,4,2,8,1,1.0,6,9,14,0,3,0,1350,3,32,4,5,5,1
13587,6,2,8,1,2.0,6,6,13,0,4,0,480,3,7,6,13,5,1
11848,4,2,5,1,2.0,3,9,0,3,2,3,1685,3,7,6,13,5,1
11678,1,4,8,3,2.0,3,6,10,2,6,2,825,1,14,13,13,5,1
4823,3,0,8,2,0.0,5,18,18,1,2,1,175,0,13,29,13,5,1
3919,8,0,7,2,0.0,4,15,21,3,1,3,175,0,13,29,13,5,1
11982,10,1,8,4,0.0,6,12,17,1,6,1,140,4,8,29,13,5,1
10703,4,3,5,0,2.0,5,1,9,2,6,2,505,2,14,3,13,5,1
10844,4,3,5,0,2.0,5,18,18,1,2,1,1720,2,7,3,13,5,1
10844,4,3,5,0,2.0,5,15,18,1,6,1,1495,2,7,3,13,5,1
3175,3,4,8,3,0.0,6,27,16,1,4,1,90,1,19,29,13,5,1
9929,1,2,8,1,2.0,6,1,8,2,2,2,675,3,7,6,13,5,1
19225,4,0,8,5,2.0,3,6,14,0,6,0,305,0,7,8,13,5,1
2017,8,4,8,3,0.0,5,24,5,2,0,2,90,1,19,29,13,5,1
7832,4,0,5,5,2.0,3,21,11,2,4,2,1475,0,7,8,13,5,1
9663,4,3,5,0,2.0,5,1,6,2,6,2,1610,2,7,3,13,5,1
7005,6,2,8,1,2.0,6,9,11,2,3,2,560,3,7,6,13,5,1
3175,3,4,8,3,0.0,5,12,2,3,3,3,90,1,19,29,13,5,1
5006,1,3,8,0,2.0,4,1,14,0,1,0,1485,2,33,3,13,5,1
9526,6,2,8,1,2.0,6,15,8,2,2,2,630,3,7,6,13,5,1
13292,4,2,8,1,1.0,6,6,5,2,4,2,810,3,21,4,5,5,1
6058,3,2,8,1,2.0,5,9,21,3,4,3,345,3,32,6,13,5,1
10493,1,2,8,1,3.0,6,24,5,2,1,2,1585,3,38,23,4,1,1
10844,4,3,5,0,2.0,6,9,16,1,3,1,365,2,7,3,13,5,1
10953,4,3,8,0,2.0,4,1,9,2,1,2,690,2,14,3,13,5,1
10844,4,3,5,0,2.0,5,21,20,1,5,1,960,2,7,3,13,5,1
10539,4,3,5,0,2.0,6,6,20,1,4,1,800,2,14,3,13,5,1
13292,4,2,8,1,1.0,6,15,5,2,2,2,1375,3,21,4,5,5,1
6741,10,2,8,1,0.0,5,18,6,2,2,2,190,3,10,29,13,5,1
14571,4,3,8,0,2.0,6,6,20,1,4,1,800,2,7,3,13,5,1
14781,4,3,8,0,2.0,5,9,8,2,4,2,590,2,7,3,13,5,1
3838,3,4,8,3,0.0,5,18,16,1,2,1,90,1,19,29,13,5,1
5201,1,2,8,1,0.0,6,18,14,0,5,0,230,3,10,29,13,5,1
8759,0,2,8,1,2.0,6,9,7,2,3,2,470,3,6,6,13,5,1
6195,2,2,8,1,2.0,4,24,7,2,6,2,355,3,7,6,13,5,1
3100,1,4,8,3,0.0,3,15,19,1,0,1,75,1,19,29,13,5,1
5975,8,2,8,1,2.0,5,18,17,1,2,1,295,3,6,6,13,5,1
10844,4,3,5,0,2.0,6,9,14,0,3,0,570,2,7,3,13,5,1
16079,4,2,8,1,2.0,5,27,20,1,1,1,450,3,7,6,13,5,1
3543,8,1,7,4,0.0,5,27,8,2,1,2,135,4,8,29,13,5,1
3841,8,3,7,0,0.0,5,3,17,1,0,1,150,2,5,29,13,5,1
10262,4,2,5,1,2.0,6,15,19,1,2,1,1040,3,7,6,13,5,1
12692,4,3,8,0,2.0,6,12,9,2,6,2,840,2,14,3,13,5,1
3850,3,1,8,4,0.0,6,1,7,2,2,2,140,4,8,29,13,5,1
12373,4,2,5,1,2.0,5,18,8,2,2,2,1225,3,7,6,13,5,1
3100,1,4,8,3,0.0,3,21,13,0,4,0,90,1,19,29,13,5,1
4878,10,0,8,2,0.0,5,18,19,1,2,1,165,0,13,29,13,5,1
15129,4,2,8,1,1.0,5,9,19,1,4,1,1430,3,0,4,5,5,1
9845,7,2,8,1,2.0,3,21,8,2,4,2,725,3,7,6,13,5,1
4077,3,0,8,2,0.0,5,1,1,3,6,3,165,0,13,29,13,5,1
9315,6,2,8,1,2.0,5,21,7,2,5,2,690,3,7,6,13,5,1
14781,4,3,8,0,2.0,5,9,14,0,4,0,570,2,7,3,13,5,1
17327,1,4,8,3,1.0,3,6,16,1,6,1,5,1,16,24,9,5,1
9481,1,0,8,5,0.0,3,9,17,1,2,1,170,0,13,29,13,5,1
8938,4,2,5,1,1.0,3,27,5,2,6,2,2315,3,33,4,5,5,1
14388,4,3,8,0,2.0,5,9,6,2,4,2,330,2,7,3,13,5,1
5704,1,2,8,1,2.0,3,21,20,1,4,1,1590,3,6,6,13,5,1
3898,2,0,8,2,0.0,6,9,7,2,3,2,175,0,13,29,13,5,1
5678,4,4,8,3,0.0,3,27,2,3,6,3,90,1,19,29,13,5,1
6937,3,2,8,1,2.0,3,9,7,2,2,2,265,3,20,6,13,5,1
2754,3,4,8,3,0.0,3,21,19,1,4,1,85,1,19,29,13,5,1
2647,8,4,7,3,0.0,3,15,22,3,0,3,85,1,19,29,13,5,1
4226,3,3,8,0,2.0,5,21,6,2,5,2,240,2,33,3,13,5,1
4239,2,0,8,2,0.0,5,18,7,2,2,2,175,0,13,29,13,5,1
9165,3,2,8,1,2.0,6,27,23,3,4,3,305,3,37,6,13,5,1
18308,4,0,8,5,0.0,3,1,19,1,0,1,160,0,13,29,13,5,1
14486,6,2,8,1,2.0,3,21,7,2,4,2,505,3,7,6,13,5,1
4282,0,0,8,2,0.0,4,9,4,3,5,3,170,0,13,29,13,5,1
13587,6,2,8,1,2.0,6,27,8,2,4,2,780,3,7,6,13,5,1
13587,6,2,8,1,2.0,6,3,11,2,1,2,570,3,7,6,13,5,1
6645,4,2,5,1,2.0,3,27,8,2,6,2,1225,3,7,6,13,5,1
4423,8,0,8,2,0.0,4,15,5,2,1,2,160,0,13,29,13,5,1
11518,1,0,8,5,1.0,3,18,17,1,1,1,1800,0,7,2,6,5,1
13759,4,3,8,0,2.0,3,24,13,0,3,0,890,2,7,3,13,5,1
3625,8,0,8,2,0.0,6,18,5,2,5,2,160,0,13,29,13,5,1
4148,3,3,8,0,0.0,3,15,5,2,0,2,170,2,5,29,13,5,1
5613,10,0,8,2,0.0,4,24,17,1,6,1,155,0,13,29,13,5,1
14298,1,3,8,0,1.0,5,6,10,2,1,2,1440,2,14,27,3,5,1
7832,4,0,5,5,2.0,3,21,8,2,4,2,800,0,7,8,13,5,1
6442,3,2,8,1,2.0,5,21,8,2,5,2,575,3,20,6,13,5,1
5678,4,4,8,3,0.0,4,1,2,3,1,3,85,1,19,29,13,5,1
7064,4,3,5,0,2.0,4,1,18,1,1,1,585,2,7,3,13,5,1
14151,4,3,8,0,2.0,5,18,17,1,2,1,1005,2,14,3,13,5,1
3419,2,0,8,2,0.0,6,24,20,1,1,1,165,0,13,29,13,5,1
15554,4,2,8,1,2.0,3,9,17,1,2,1,660,3,7,6,13,5,1
13859,1,0,8,5,2.0,3,18,0,3,1,3,495,0,0,8,13,5,1
3847,8,3,8,0,0.0,3,15,22,3,0,3,140,2,5,29,13,5,1
7657,2,0,8,5,2.0,3,9,15,0,2,0,265,0,16,8,13,5,1
13547,1,2,8,1,1.0,5,9,7,2,4,2,1475,3,20,4,5,5,1
7229,4,0,8,2,0.0,5,27,7,2,1,2,180,0,13,29,13,5,1
13376,4,2,8,1,1.0,6,15,6,2,2,2,1300,3,34,4,5,5,1
2227,3,4,8,3,0.0,6,18,20,1,5,1,95,1,19,29,13,5,1
3971,8,0,8,2,0.0,6,21,5,2,0,2,160,0,13,29,13,5,1
6628,3,2,8,1,2.0,6,27,9,2,4,2,975,3,7,6,13,5,1
13584,4,3,8,0,2.0,5,6,21,3,1,3,775,2,7,3,13,5,1
4148,8,3,8,0,0.0,3,21,6,2,4,2,160,2,5,29,13,5,1
14571,4,3,8,0,2.0,6,9,6,2,3,2,705,2,7,3,13,5,1
3841,8,3,7,0,0.0,5,21,22,3,5,3,140,2,5,29,13,5,1
5198,4,0,5,2,0.0,4,12,6,2,0,2,165,0,13,29,13,5,1
3383,0,0,8,2,0.0,4,24,4,3,6,3,170,0,13,29,13,5,1
7202,4,2,5,1,0.0,6,6,11,2,4,2,195,3,10,29,13,5,1
5021,3,2,8,1,0.0,4,3,21,3,6,3,195,3,10,29,13,5,1
4239,2,0,8,2,0.0,5,3,20,1,0,1,165,0,13,29,13,5,1
15129,4,2,8,1,1.0,5,27,19,1,1,1,1025,3,28,4,5,5,1
21520,10,0,8,5,0.0,3,1,7,2,0,2,160,0,13,29,13,5,1
7673,3,2,8,1,0.0,3,3,5,2,3,2,195,3,10,29,13,5,1
4823,3,0,8,2,0.0,6,18,20,1,5,1,170,0,13,29,13,5,1
15190,4,2,5,1,2.0,6,1,7,2,2,2,715,3,7,6,13,5,1
14781,4,3,8,0,2.0,5,18,8,2,2,2,850,2,7,3,13,5,1
4804,3,3,8,0,0.0,5,18,15,0,2,0,155,2,5,29,13,5,1
10262,4,2,5,1,2.0,6,1,13,0,2,0,1415,3,7,6,13,5,1
7503,3,2,8,1,2.0,5,15,9,2,6,2,705,3,7,6,13,5,1
8016,4,0,8,2,0.0,6,15,11,2,2,2,175,0,13,29,13,5,1
4049,3,4,8,3,0.0,6,9,6,2,3,2,90,1,19,29,13,5,1
12389,1,0,8,5,2.0,3,3,5,2,3,2,425,0,9,8,13,5,1
3597,8,1,8,4,0.0,5,12,17,1,3,1,140,4,8,29,13,5,1
13727,6,2,8,1,2.0,5,15,11,2,6,2,840,3,7,6,13,5,1
5678,4,4,8,3,0.0,5,1,2,3,6,3,85,1,19,29,13,5,1
7670,6,2,8,1,2.0,5,9,10,2,4,2,640,3,7,6,13,5,1
10844,4,3,5,0,2.0,5,18,14,0,2,0,570,2,7,3,13,5,1
7064,4,3,5,0,2.0,4,1,16,1,1,1,1545,2,7,3,13,5,1
8930,6,2,8,1,2.0,6,3,9,2,1,2,720,3,7,6,13,5,1
4282,0,0,8,2,0.0,4,1,4,3,1,3,170,0,13,29,13,5,1
4823,3,0,8,2,0.0,6,21,8,2,0,2,170,0,13,29,13,5,1
12373,4,2,5,1,2.0,5,9,7,2,4,2,1280,3,7,6,13,5,1
11087,4,0,5,5,2.0,3,9,7,2,2,2,800,0,7,8,13,5,1
16079,4,2,8,1,2.0,6,3,21,3,1,3,395,3,7,6,13,5,1
5601,3,2,8,1,0.0,6,12,5,2,6,2,195,3,10,29,13,5,1
2753,8,4,8,3,0.0,6,9,5,2,3,2,90,1,19,29,13,5,1
12898,4,2,5,1,2.0,6,27,22,3,4,3,335,3,7,6,13,5,1
15603,6,2,8,1,2.0,3,6,13,0,6,0,480,3,7,6,13,5,1
4174,3,3,8,0,0.0,4,12,9,2,0,2,165,2,5,29,13,5,1
6144,3,0,8,5,0.0,3,24,20,1,3,1,175,0,13,29,13,5,1
14781,4,3,8,0,2.0,5,6,8,2,1,2,590,2,7,3,13,5,1
6195,3,2,8,1,2.0,6,15,21,3,2,3,345,3,32,6,13,5,1
8586,4,3,5,0,2.0,5,6,6,2,1,2,1545,2,7,3,13,5,1
11934,3,0,8,5,0.0,3,1,22,3,0,3,170,0,13,29,13,5,1
14424,1,3,8,0,1.0,5,15,7,2,6,2,1345,2,14,0,3,5,1
18581,4,2,8,1,2.0,6,24,7,2,1,2,715,3,7,6,13,5,1
13941,4,3,8,0,2.0,5,12,21,3,3,3,450,2,7,3,13,5,1
7229,4,0,8,2,0.0,5,6,18,1,1,1,185,0,13,29,13,5,1
3873,8,3,8,0,0.0,5,15,6,2,6,2,155,2,5,29,13,5,1
14714,4,2,8,1,2.0,6,12,11,2,6,2,450,3,7,6,13,5,1
11245,0,3,8,0,1.0,3,24,15,0,3,0,450,2,25,9,3,5,1
6104,3,2,8,1,2.0,5,27,11,2,1,2,845,3,7,6,13,5,1
7094,3,2,8,1,2.0,3,6,7,2,6,2,885,3,20,6,13,5,1
10031,4,3,5,0,2.0,3,24,6,2,3,2,1335,2,7,3,13,5,1
13941,4,3,8,0,2.0,5,18,5,2,2,2,375,2,7,3,13,5,1
7198,6,2,8,1,2.0,6,24,19,1,1,1,390,3,7,6,13,5,1
3873,8,0,7,5,0.0,3,24,9,2,3,2,175,0,13,29,13,5,1
5747,1,3,8,0,0.0,3,12,14,0,5,0,150,2,5,29,13,5,1
3100,1,4,8,3,0.0,6,15,19,1,2,1,75,1,19,29,13,5,1
8996,1,3,8,0,2.0,5,6,9,2,1,2,245,2,2,3,13,5,1
9103,6,2,8,1,2.0,5,15,10,2,6,2,505,3,7,6,13,5,1
31825,4,0,0,5,2.0,3,1,18,1,0,1,890,0,7,8,13,5,1
14781,4,3,8,0,2.0,5,15,16,1,6,1,1055,2,7,3,13,5,1
7229,4,0,8,2,0.0,5,18,8,2,2,2,180,0,13,29,13,5,1
10067,3,0,8,5,0.0,3,1,23,3,0,3,170,0,13,29,13,5,1
10909,4,2,8,1,1.0,4,9,9,2,5,2,1125,3,28,4,5,5,1
4804,3,3,8,0,0.0,4,27,15,0,2,0,155,2,5,29,13,5,1
4050,4,4,5,3,0.0,6,1,2,3,2,3,85,1,19,29,13,5,1
14151,4,3,8,0,2.0,5,15,20,1,6,1,1630,2,14,3,13,5,1
3841,8,3,7,0,0.0,6,1,6,2,2,2,155,2,5,29,13,5,1
14781,4,3,8,0,2.0,5,9,14,0,4,0,345,2,7,3,13,5,1
9870,10,3,8,0,2.0,6,9,17,1,3,1,385,2,14,3,13,5,1
8907,1,2,8,1,2.0,5,27,13,0,1,0,570,3,6,6,13,5,1
26890,4,0,8,5,2.0,3,1,22,3,0,3,530,0,7,8,13,5,1
6195,2,2,8,1,2.0,4,15,7,2,1,2,355,3,7,6,13,5,1
7832,4,0,5,5,2.0,3,21,14,0,4,0,305,0,7,8,13,5,1
11269,7,2,8,1,2.0,3,21,8,2,4,2,395,3,7,6,13,5,1
5613,10,0,8,5,0.0,3,24,16,1,3,1,155,0,13,29,13,5,1
4284,3,0,8,2,0.0,5,1,0,3,6,3,175,0,13,29,13,5,1
4668,10,0,8,2,0.0,5,6,21,3,1,3,170,0,13,29,13,5,1
15197,1,2,8,1,2.0,3,3,8,2,3,2,675,3,7,6,13,5,1
9899,4,3,5,0,2.0,6,12,8,2,6,2,475,2,7,3,13,5,1
3948,2,2,8,1,2.0,6,27,10,2,4,2,540,3,7,6,13,5,1
10405,4,0,5,5,2.0,3,15,8,2,0,2,1400,0,7,8,13,5,1
15419,6,2,8,1,3.0,6,9,11,2,3,2,835,3,17,15,4,1,1
15135,6,2,8,1,2.0,3,3,8,2,3,2,625,3,7,6,13,5,1
13369,7,2,8,1,2.0,3,21,6,2,4,2,395,3,7,6,13,5,1
18804,4,2,8,1,1.0,6,27,11,2,4,2,440,3,29,4,5,5,1
6751,0,2,8,1,2.0,5,9,20,1,4,1,625,3,6,6,13,5,1
10203,1,3,8,0,2.0,5,9,20,1,4,1,745,2,14,3,13,5,1
